"","CO","DIST","WLT_EQVL","WLT_INCM","WENR_ENR","adq_bud","regcode","distname","cox","distx","coname","SDA","optype","dfg","reg","BTY","ABBOTT","PRM_cpi","prm_feqa","prm_im","prm_evm","ENS_GRR","target"
"1",1,10,743893642,238747722,943,15845027,NA,"ABSECON CITY","01","0010","ATLANTIC",NA,"2","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"2",1,110,2868251380,383269562,6944,138064413,NA,"ATLANTIC CITY","01","0110","ATLANTIC",NA,"3","A",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"3",1,120,NA,NA,2453,40151619,NA,"ATLANTIC CO VOCATIONAL","01","0120","ATLANTIC",NA,"8","",NA,8,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"4",1,570,3374079128,257900527,544,8973994,NA,"BRIGANTINE CITY","01","0570","ATLANTIC",NA,"2","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"5",1,590,858154893,244547727,1592,27415484,NA,"BUENA REGIONAL","01","0590","ATLANTIC",NA,"3","A",1,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"6",1,960,51258081,10942340,72,1063712,NA,"CORBIN CITY","01","0960","ATLANTIC",NA,"0","",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"7",1,1300,144430966,49971832,493,9295881,1790,"EGG HARBOR CITY","01","1300","ATLANTIC",NA,"2","A",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"8",1,1310,4333866422,1254248367,7693,125448236,NA,"EGG HARBOR TWP","01","1310","ATLANTIC",NA,"3","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"9",1,1410,166931015,47305557,252,3695825,NA,"ESTELL MANOR CITY","01","1410","ATLANTIC",NA,"2","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"10",1,1540,174926903,53094136,459,6922408,NA,"FOLSOM BORO","01","1540","ATLANTIC",NA,"2","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"11",1,1690,2004272053,623183152,3280,55309723,1790,"GALLOWAY TWP","01","1690","ATLANTIC",NA,"2","CD",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"12",1,1790,1742823524,544019826,3496,57477491,NA,"GREATER EGG HARBOR REG","01","1790","ATLANTIC",NA,"5","CD",1,5,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"13",1,1940,1588421735,483534665,2801,48163078,1790,"HAMILTON TWP","01","1940","ATLANTIC",NA,"2","CD",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"14",1,1960,1452931835,421354978,2854,46795702,NA,"HAMMONTON TOWN","01","1960","ATLANTIC",NA,"3","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"15",1,2680,620545114,255567871,772,10951928,2910,"LINWOOD CITY","01","2680","ATLANTIC",NA,"2","GH",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"16",1,2780,2001192623,54001143,65,865763,NA,"LONGPORT","01","2780","ATLANTIC",NA,"0","",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"17",1,2910,969622960,304050776,1441,21128142,NA,"MAINLAND REGIONAL","01","2910","ATLANTIC",NA,"5","DE",1,5,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"18",1,3020,4249142841,280341331,366,5171365,NA,"MARGATE CITY","01","3020","ATLANTIC",NA,"2","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"19",1,3480,330499508,111964776,606,9922881,1790,"MULLICA TWP","01","3480","ATLANTIC",NA,"2","B",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"20",1,3720,600851325,197857019,930,13801506,2910,"NORTHFIELD CITY","01","3720","ATLANTIC",NA,"2","DE",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"21",1,4180,763467926,250404000,3938,76715831,NA,"PLEASANTVILLE CITY","01","4180","ATLANTIC",1,"3","A",NA,3,1,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"22",1,4240,130984123,38045166,153,2082243,NA,"PORT REPUBLIC CITY","01","4240","ATLANTIC",NA,"2","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"23",1,4800,761692324,171918525,788,14261899,2910,"SOMERS POINT CITY","01","4800","ATLANTIC",NA,"2","CD",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"24",1,5350,2126782659,249201220,814,14319313,NA,"VENTNOR CITY","01","5350","ATLANTIC",NA,"2","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"25",1,5760,182398003,57928436,175,2805598,NA,"WEYMOUTH TWP","01","5760","ATLANTIC",NA,"2","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"26",3,40,1156011431,415772898,847,11931130,3700,"ALLENDALE BORO","03","0040","BERGEN",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"27",3,80,1948532713,732649881,202,2839592,NA,"ALPINE BORO","03","0080","BERGEN",NA,"2","I",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"28",3,290,NA,NA,3448,48265789,NA,"BERGEN COUNTY VOCATIONAL","03","0290","BERGEN",NA,"8","",NA,8,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"29",3,300,3191439403,962518533,3899,63181917,NA,"BERGENFIELD BORO","03","0300","BERGEN",NA,"3","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"30",3,440,808100391,246351472,1229,20780121,NA,"BOGOTA BORO","03","0440","BERGEN",NA,"3","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"31",3,740,1649470979,171239955,531,8559202,745,"CARLSTADT BORO","03","0740","BERGEN",NA,"2","DE",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"32",3,745,1429094501,162099810,633,10163835,NA,"CARLSTADT-EAST RUTHERFORD","03","0745","BERGEN",NA,"5","CD",1,5,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"33",3,890,3535127573,819146142,2820,51268273,NA,"CLIFFSIDE PARK BORO","03","0890","BERGEN",NA,"3","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"34",3,930,1656169027,472509100,1228,17813633,3710,"CLOSTER BORO","03","0930","BERGEN",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"35",3,990,2330518223,969831379,1895,27234466,NA,"CRESSKILL BORO","03","0990","BERGEN",NA,"3","I",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"36",3,1070,1134381862,377145744,672,9454562,3710,"DEMAREST BORO","03","1070","BERGEN",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"37",3,1130,2145729448,635287209,2705,39492949,NA,"DUMONT BORO","03","1130","BERGEN",NA,"3","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"38",3,1230,1706425629,210820438,761,12318664,745,"EAST RUTHERFORD BORO","03","1230","BERGEN",NA,"2","CD",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"39",3,1270,4005875533,767111305,1520,22981963,NA,"EDGEWATER BORO","03","1270","BERGEN",NA,"1","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"40",3,1345,2321666868,572704144,2829,48162966,NA,"ELMWOOD PARK","03","1345","BERGEN",NA,"3","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"41",3,1360,1335360846,351466565,1125,16207498,NA,"EMERSON BORO","03","1360","BERGEN",NA,"3","GH",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"42",3,1370,5115166148,1627465816,3233,60410610,NA,"ENGLEWOOD CITY","03","1370","BERGEN",NA,"3","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"43",3,1380,3772208681,666843554,515,7341618,NA,"ENGLEWOOD CLIFFS BORO","03","1380","BERGEN",NA,"2","I",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"44",3,1450,5211822449,1424012195,5676,83640559,NA,"FAIR LAWN BORO","03","1450","BERGEN",NA,"3","GH",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"45",3,1470,1399793031,244194831,2276,43371054,NA,"FAIRVIEW BORO","03","1470","BERGEN",NA,"2","A",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"46",3,1550,7284815159,1856473301,4493,69018589,NA,"FORT LEE BORO","03","1550","BERGEN",NA,"3","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"47",3,1580,2919475712,1269991262,1105,15620318,4300,"FRANKLIN LAKES BORO","03","1580","BERGEN",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"48",3,1700,2649102545,647113647,5187,95205187,NA,"GARFIELD CITY","03","1700","BERGEN",1,"3","B",NA,3,1,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"49",3,1760,2690508261,929825410,2731,38295118,NA,"GLEN ROCK BORO","03","1760","BERGEN",NA,"3","J",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"50",3,1860,5951151138,1211611023,5766,106328717,NA,"HACKENSACK CITY","03","1860","BERGEN",NA,"3","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"51",3,2050,708339131,212316848,606,8544140,3710,"HARRINGTON PARK BORO","03","2050","BERGEN",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"52",3,2080,1910219355,481857972,1861,27531487,NA,"HASBROUCK HEIGHTS BORO","03","2080","BERGEN",NA,"3","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"53",3,2090,627189439,191849166,399,5619649,3710,"HAWORTH BORO","03","2090","BERGEN",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"54",3,2180,1204495493,360510371,1082,15665874,3960,"HILLSDALE BORO","03","2180","BERGEN",NA,"2","GH",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"55",3,2200,1301876803,592144702,919,12837672,NA,"HO HO KUS BORO","03","2200","BERGEN",NA,"2","J",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"56",3,2620,1497970643,396013765,1596,23542045,NA,"LEONIA BORO","03","2620","BERGEN",NA,"3","GH",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"57",3,2710,1169809081,276930491,1137,18471574,NA,"LITTLE FERRY BORO","03","2710","BERGEN",NA,"2","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"58",3,2740,2658783714,581673488,3459,59956199,NA,"LODI BOROUGH","03","2740","BERGEN",NA,"3","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"59",3,2860,3140485119,685300040,2735,42145367,NA,"LYNDHURST TWP","03","2860","BERGEN",NA,"3","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"60",3,2900,6344964423,1544391626,3017,43728889,NA,"MAHWAH TWP","03","2900","BERGEN",NA,"3","I",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"61",3,3060,1486317767,371964355,1311,19515849,NA,"MAYWOOD BORO","03","3060","BERGEN",NA,"2","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"62",3,3170,1279247344,359670789,926,13224120,NA,"MIDLAND PARK BORO","03","3170","BERGEN",NA,"3","GH",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"63",3,3330,1607019329,399575948,987,13981308,3960,"MONTVALE BORO","03","3330","BERGEN",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"64",3,3350,940611502,88310417,459,8237252,NA,"MOONACHIE BORO","03","3350","BERGEN",NA,"2","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"65",3,3550,1974289462,618585411,2130,31823123,NA,"NEW MILFORD BORO","03","3550","BERGEN",NA,"3","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"66",3,3600,1808965629,522058634,2018,31088760,NA,"NORTH ARLINGTON BORO","03","3600","BERGEN",NA,"3","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"67",3,3700,1554811967,567679074,1160,16019238,NA,"NORTHERN HIGHLANDS REG","03","3700","BERGEN",NA,"5","J",1,5,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"68",3,3710,3125043827,990365376,2426,33517184,NA,"NORTHERN VALLEY REGIONAL","03","3710","BERGEN",NA,"5","I",1,5,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"69",3,3730,676158145,119690527,554,7925125,3710,"NORTHVALE BORO","03","3730","BERGEN",NA,"2","FG",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"70",3,3740,875625438,251477371,610,8701257,3710,"NORWOOD BORO","03","3740","BERGEN",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"71",3,3760,1682806050,432795989,1336,19246736,4300,"OAKLAND BORO","03","3760","BERGEN",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"72",3,3850,1155078578,521935836,653,9296152,3710,"OLD TAPPAN BORO","03","3850","BERGEN",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"73",3,3870,970308150,316060776,766,11019416,4405,"ORADELL BORO","03","3870","BERGEN",NA,"1","I",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"74",3,3910,3124538595,454320989,1915,34409906,NA,"PALISADES PARK","03","3910","BERGEN",NA,"3","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"75",3,3930,10428522973,1383304756,3863,55991899,NA,"PARAMUS BORO","03","3930","BERGEN",NA,"3","GH",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"76",3,3940,1871803697,524963148,1278,18294429,NA,"PARK RIDGE BORO","03","3940","BERGEN",NA,"3","I",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"77",3,3960,2796582039,832866247,2283,31721060,NA,"PASCACK VALLEY REGIONAL","03","3960","BERGEN",NA,"5","I",1,5,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"78",3,4300,3960921110,1496685720,2623,36292760,NA,"RAMAPO-INDIAN HILL REG","03","4300","BERGEN",NA,"5","I",1,5,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"79",3,4310,3684623349,1028661281,2625,37678528,NA,"RAMSEY BORO","03","4310","BERGEN",NA,"3","I",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"80",3,4370,1972158851,314999788,1517,24291954,NA,"RIDGEFIELD BORO","03","4370","BERGEN",NA,"3","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"81",3,4380,1573532633,358572137,1986,31757651,NA,"RIDGEFIELD PARK TWP","03","4380","BERGEN",NA,"3","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"82",3,4390,6732074699,2560395468,6075,85693649,NA,"RIDGEWOOD VILLAGE","03","4390","BERGEN",NA,"3","J",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"83",3,4405,1675153534,513418401,1793,24937144,NA,"RIVER DELL REGIONAL","03","4405","BERGEN",NA,"4","I",1,4,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"84",3,4410,1075006092,309537460,1232,17911215,4405,"RIVER EDGE BORO","03","4410","BERGEN",NA,"1","I",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"85",3,4430,1398968980,454867808,1091,15294050,3960,"RIVER VALE TWP","03","4430","BERGEN",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"86",3,4470,1031205853,210791271,704,10624603,NA,"ROCHELLE PARK TWP","03","4470","BERGEN",NA,"2","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"87",3,4500,222801061,57601163,33,472641,NA,"ROCKLEIGH","03","4500","BERGEN",NA,"0","",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"88",3,4600,3085477141,816759895,2766,39236520,NA,"RUTHERFORD BORO","03","4600","BERGEN",NA,"3","GH",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"89",3,4610,2531072230,509733101,1910,28451403,NA,"SADDLE BROOK TWP","03","4610","BERGEN",NA,"3","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"90",3,4620,2527460312,1008080171,373,5216036,NA,"SADDLE RIVER BORO","03","4620","BERGEN",NA,"1","J",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"91",3,4870,610476585,64782281,400,6629385,NA,"SOUTH HACKENSACK TWP","03","4870","BERGEN",NA,"2","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"92",3,5150,6197165169,2051042488,4136,67469719,NA,"TEANECK TWP","03","5150","BERGEN",NA,"3","GH",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"93",3,5160,4739059123,3009888406,3941,56168769,NA,"TENAFLY BORO","03","5160","BERGEN",NA,"3","I",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"94",3,5170,443203403,3572770,9,169152,NA,"HASBROUCK HEIGHTS BORO (TETERBORO)","03","5170","BERGEN",NA,"0","",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"95",3,5330,1809863876,667607827,1057,14903766,3700,"UPPER SADDLE RIVER BORO","03","5330","BERGEN",NA,"2","J",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"96",3,5410,1693488407,443600645,1737,24521012,NA,"WALDWICK BORO","03","5410","BERGEN",NA,"3","GH",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"97",3,5430,1150826067,306540039,1360,21854081,NA,"WALLINGTON BORO","03","5430","BERGEN",NA,"3","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"98",3,5755,3935434055,985241926,2978,43039642,NA,"WESTWOOD REGIONAL","03","5755","BERGEN",NA,"3","GH",1,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"99",3,5830,1502911397,427965799,1194,17635471,NA,"WOOD-RIDGE BORO","03","5830","BERGEN",NA,"3","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"100",3,5880,1373736197,445715166,703,9844199,3960,"WOODCLIFF LAKE BORO","03","5880","BERGEN",NA,"2","J",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"101",3,5920,3130871322,1247565337,1870,26278003,4300,"WYCKOFF TWP","03","5920","BERGEN",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"102",5,200,84301993,15021799,88,1413461,4105,"BASS RIVER TWP","05","0200","BURLINGTON",NA,"1","CD",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"103",5,380,124342054,53820374,357,5865439,NA,"BEVERLY CITY","05","0380","BURLINGTON",NA,"2","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"104",5,475,1868263665,560444873,2544,37463610,NA,"BORDENTOWN REGIONAL","05","0475","BURLINGTON",NA,"3","FG",1,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"105",5,600,669244294,194503330,1565,28194023,NA,"BURLINGTON CITY","05","0600","BURLINGTON",1,"3","B",NA,3,1,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"106",5,610,NA,NA,2998,46039118,NA,"BURLINGTON CO VOCATIONAL","05","0610","BURLINGTON",NA,"8","",NA,8,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"107",5,620,2663712630,723691068,3888,58990477,NA,"BURLINGTON TWP","05","0620","BURLINGTON",NA,"3","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"108",5,830,474726258,154644838,758,10595742,3690,"CHESTERFIELD TWP","05","0830","BURLINGTON",NA,"1","GH",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"109",5,840,1803932164,633210071,2796,40520892,NA,"CINNAMINSON TWP","05","0840","BURLINGTON",NA,"3","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"110",5,1030,425630091,137733612,565,9166571,NA,"DELANCO TWP","05","1030","BURLINGTON",NA,"2","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"111",5,1060,1631306142,562457280,3181,48831234,NA,"DELRAN TWP","05","1060","BURLINGTON",NA,"3","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"112",5,1250,345651652,127121797,580,8770000,4320,"EASTAMPTON TWP","05","1250","BURLINGTON",NA,"2","FG",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"113",5,1280,582306324,183085808,1125,20269679,NA,"EDGEWATER PARK TWP","05","1280","BURLINGTON",NA,"2","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"114",5,1420,3739592984,1397814347,4255,61011090,2610,"EVESHAM TWP","05","1420","BURLINGTON",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"115",5,1520,1268524576,390876263,1785,27923103,NA,"FLORENCE TWP","05","1520","BURLINGTON",NA,"3","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"116",5,1910,571159714,179880261,551,8059885,4320,"HAINESPORT TWP","05","1910","BURLINGTON",NA,"2","FG",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"117",5,2610,6160332028,2171862505,8032,113349341,NA,"LENAPE REGIONAL","05","2610","BURLINGTON",NA,"5","GH",1,5,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"118",5,2850,893784639,314612702,1153,17692675,4320,"LUMBERTON TWP","05","2850","BURLINGTON",NA,"2","FG",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"119",5,2960,575291896,170382193,511,7241145,3690,"MANSFIELD TWP","05","2960","BURLINGTON",NA,"1","DE",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"120",5,3010,1379077338,463271535,2338,39259581,NA,"MAPLE SHADE TWP","05","3010","BURLINGTON",NA,"3","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"121",5,3070,331775305,130046349,518,7147435,2610,"MEDFORD LAKES BORO","05","3070","BURLINGTON",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"122",5,3080,2248201358,939302259,2678,37526743,2610,"MEDFORD TWP","05","3080","BURLINGTON",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"123",5,3360,5050824144,1741516884,4043,57604724,NA,"MOORESTOWN TWP","05","3360","BURLINGTON",NA,"3","I",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"124",5,3430,442073989,142434919,1022,17995965,4320,"MOUNT HOLLY TWP","05","3430","BURLINGTON",NA,"2","B",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"125",5,3440,4330110390,1312920197,4265,62569664,2610,"MOUNT LAUREL TWP","05","3440","BURLINGTON",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"126",5,3540,134017975,36471305,198,3442647,NA,"NEW HANOVER TWP","05","3540","BURLINGTON",NA,"2","B",1,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"127",5,3650,259008771,77045413,963,15254334,3690,"NORTH HANOVER TWP","05","3650","BURLINGTON",NA,"1","CD",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"128",5,3690,1439438363,431407550,2475,35166150,NA,"NORTHERN BURLINGTON REG","05","3690","BURLINGTON",NA,"4","DE",1,4,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"129",5,3920,509643143,231658074,866,13846373,NA,"PALMYRA BORO","05","3920","BURLINGTON",NA,"3","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"130",5,4040,111383481,31359528,129,2184395,NA,"PEMBERTON TWP (PEMBERTON BORO)","05","4040","BURLINGTON",NA,"0","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"131",5,4050,1531157149,486230496,4265,72990062,NA,"PEMBERTON TWP","05","4050","BURLINGTON",1,"3","B",NA,3,1,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"132",5,4320,1519011800,481786564,2444,36344021,NA,"RANCOCAS VALLEY REGIONAL","05","4320","BURLINGTON",NA,"5","DE",1,5,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"133",5,4450,437408016,153754949,1360,24668192,NA,"RIVERSIDE TWP","05","4450","BURLINGTON",NA,"3","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"134",5,4460,287711549,114306402,379,5467601,NA,"RIVERTON","05","4460","BURLINGTON",NA,"2","GH",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"135",5,4740,468395021,192248513,715,10282831,2610,"SHAMONG TWP","05","4740","BURLINGTON",NA,"2","GH",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
