"","CO","DIST","WLT_EQVL","WLT_INCM","WENR_ENR","adq_bud","regcode","distname","cox","distx","coname","SDA","optype","dfg","reg","BTY","ABBOTT","PRM_cpi","prm_feqa","prm_im","prm_evm","ENS_GRR","target"
"567",39,5730,8101346600,3070650992,6526,92812142,NA,"WESTFIELD TOWN","39","5730","UNION",NA,"3","I",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"568",39,5810,16616853,37499324,152,2382377,NA,"WINFIELD TWP","39","5810","UNION",NA,"2","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"569",41,30,668339024,222327647,592,8173947,NA,"ALLAMUCHY TWP","41","0030","WARREN",NA,"2","I",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"570",41,70,212023771,63288013,332,5080044,NA,"ALPHA BORO","41","0070","WARREN",NA,"2","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"571",41,280,191071124,69848263,405,6012888,NA,"BELVIDERE TOWN","41","0280","WARREN",NA,"3","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"572",41,400,359646463,103192372,369,5213464,3675,"BLAIRSTOWN TWP","41","0400","WARREN",NA,"1","FG",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"573",41,1620,202969356,52315798,181,2565933,5465,"FRANKLIN TWP","41","1620","WARREN",NA,"1","DE",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"574",41,1670,181158991,56675943,135,1842555,3675,"FRELINGHUYSEN TWP","41","1670","WARREN",NA,"1","GH",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"575",41,1785,886163480,298001035,957,13359967,NA,"GREAT MEADOWS REGIONAL","41","1785","WARREN",NA,"2","GH",1,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"576",41,1840,706923766,229915990,1046,14560116,NA,"GREENWICH TWP","41","1840","WARREN",NA,"2","I",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"577",41,1870,1028405885,292406372,1623,25255233,NA,"HACKETTSTOWN","41","1870","WARREN",NA,"3","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"578",41,2020,97106800,33988892,85,1189202,3675,"BLAIRSTOWN TWP (HARDWICK)","41","2020","WARREN",NA,"0","",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"579",41,2040,539998850,73533535,320,4454137,NA,"HARMONY TWP","41","2040","WARREN",NA,"2","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"580",41,2250,243044658,58562816,174,2448389,NA,"HOPE TWP","41","2250","WARREN",NA,"2","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"581",41,2470,140341164,44749254,153,2214591,3675,"KNOWLTON TWP","41","2470","WARREN",NA,"1","FG",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"582",41,2790,915665980,282716036,1132,15819302,NA,"LOPATCONG TWP","41","2790","WARREN",NA,"2","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"583",41,2970,384475683,109692885,563,8878964,5465,"MANSFIELD TWP","41","2970","WARREN",NA,"1","FG",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"584",41,3675,763070540,234045762,831,11583712,NA,"NORTH WARREN REGIONAL","41","3675","WARREN",NA,"4","FG",1,4,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"585",41,3890,179390448,76920069,374,5362602,NA,"OXFORD TWP","41","3890","WARREN",NA,"2","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"586",41,4100,733734753,266605957,2921,52452728,NA,"PHILLIPSBURG TOWN","41","4100","WARREN",1,"3","B",NA,3,1,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"587",41,4200,368062640,98823621,433,6061647,NA,"POHATCONG TWP","41","4200","WARREN",NA,"2","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"588",41,5460,NA,NA,626,8703425,NA,"WARREN COUNTY VOCATIONAL","41","5460","WARREN",NA,"8","",NA,8,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"589",41,5465,1164896590,384018236,1825,26342145,NA,"WARREN HILLS REGIONAL","41","5465","WARREN",NA,"4","FG",1,4,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"590",41,5480,218614251,91513854,452,7200226,5465,"WASHINGTON BORO","41","5480","WARREN",NA,"1","DE",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"591",41,5530,341644055,122044969,400,5805911,5465,"WASHINGTON TWP","41","5530","WARREN",NA,"1","GH",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"592",41,5780,570186484,137752673,402,5723072,NA,"WHITE TWP","41","5780","WARREN",NA,"2","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
