"COUNTY_ID","CONAME","DISTRICT_ID","DISTNAME","ENROLL_LINE_NO","ENROLL_CAT","AMOUNT_1","AMOUNT_2","AMOUNT_3"
19,"Hunterdon",1680,"Frenchtown Boro",60,"Received Oth Dist",15.0,11.0,12.0
19,"Hunterdon",1970,"Hampton Boro",11,"Onroll (Full)",72.0,77.0,93.0
19,"Hunterdon",1970,"Hampton Boro",21,"Onroll (SpEd Full)",19.0,20.0,23.0
19,"Hunterdon",1970,"Hampton Boro",40,"Sent Private School",1.0,1.0,1.0
19,"Hunterdon",1970,"Hampton Boro",51,"Sent Oth Dist Reg",23.0,23.0,28.0
19,"Hunterdon",1970,"Hampton Boro",52,"Sent Oth Dist SpEd",7.0,8.0,2.0
19,"Hunterdon",1970,"Hampton Boro",60,"Received Oth Dist",18.0,20.0,11.0
19,"Hunterdon",2140,"High Bridge Boro",11,"Onroll (Full)",299.0,299.0,313.0
19,"Hunterdon",2140,"High Bridge Boro",21,"Onroll (SpEd Full)",73.0,67.0,65.0
19,"Hunterdon",2140,"High Bridge Boro",60,"Received Oth Dist",2.0,1.0,1.0
19,"Hunterdon",2220,"Holland Twp",11,"Onroll (Full)",428.0,441.0,441.0
19,"Hunterdon",2220,"Holland Twp",21,"Onroll (SpEd Full)",103.0,82.0,82.0
19,"Hunterdon",2220,"Holland Twp",52,"Sent Oth Dist SpEd",2.0,2.0,2.0
19,"Hunterdon",2220,"Holland Twp",60,"Received Oth Dist",24.0,49.0,49.0
19,"Hunterdon",2300,"Hunterdon Central Reg",11,"Onroll (Full)",2293.0,2192.0,2189.0
19,"Hunterdon",2300,"Hunterdon Central Reg",12,"Onroll (Shared)",94.0,105.0,38.0
19,"Hunterdon",2300,"Hunterdon Central Reg",21,"Onroll (SpEd Full)",399.0,369.0,418.0
19,"Hunterdon",2300,"Hunterdon Central Reg",22,"Onroll (SpEd Shared)",58.0,65.0,27.0
19,"Hunterdon",2300,"Hunterdon Central Reg",40,"Sent Private School",19.0,21.5,19.0
19,"Hunterdon",2300,"Hunterdon Central Reg",51,"Sent Oth Dist Reg",5.5,8.0,7.0
19,"Hunterdon",2300,"Hunterdon Central Reg",52,"Sent Oth Dist SpEd",11.5,9.0,8.5
19,"Hunterdon",2300,"Hunterdon Central Reg",60,"Received Oth Dist",9.0,9.0,7.0
19,"Hunterdon",2300,"Hunterdon Central Reg",70,"State Facilities",1.0,,0.0
19,"Hunterdon",2305,"Hunterdon Co Ed Ser Comm",21,"Onroll (SpEd Full)",4.0,,0.0
19,"Hunterdon",2305,"Hunterdon Co Ed Ser Comm",60,"Received Oth Dist",4.0,,0.0
19,"Hunterdon",2308,"Hunterdon Co Vocational",11,"Onroll (Full)",176.0,207.0,294.0
19,"Hunterdon",2308,"Hunterdon Co Vocational",12,"Onroll (Shared)",295.0,303.0,303.0
19,"Hunterdon",2308,"Hunterdon Co Vocational",21,"Onroll (SpEd Full)",5.0,6.0,6.0
19,"Hunterdon",2308,"Hunterdon Co Vocational",22,"Onroll (SpEd Shared)",162.0,169.0,169.0
19,"Hunterdon",2308,"Hunterdon Co Vocational",30,"Post-Secondary (Full)",178.0,197.0,197.0
19,"Hunterdon",2450,"Kingwood Twp",11,"Onroll (Full)",297.0,319.0,279.0
19,"Hunterdon",2450,"Kingwood Twp",21,"Onroll (SpEd Full)",29.0,39.0,34.0
19,"Hunterdon",2450,"Kingwood Twp",40,"Sent Private School",2.0,1.0,0.0
19,"Hunterdon",2450,"Kingwood Twp",52,"Sent Oth Dist SpEd",0.0,0.0,1.0
19,"Hunterdon",2450,"Kingwood Twp",60,"Received Oth Dist",14.0,40.0,25.0
19,"Hunterdon",2590,"Lebanon Boro",11,"Onroll (Full)",87.0,87.0,98.0
19,"Hunterdon",2590,"Lebanon Boro",21,"Onroll (SpEd Full)",20.0,12.0,9.0
19,"Hunterdon",2590,"Lebanon Boro",40,"Sent Private School",2.0,1.0,1.0
19,"Hunterdon",2590,"Lebanon Boro",51,"Sent Oth Dist Reg",23.0,22.0,29.0
19,"Hunterdon",2590,"Lebanon Boro",52,"Sent Oth Dist SpEd",,6.0,5.0
19,"Hunterdon",2590,"Lebanon Boro",60,"Received Oth Dist",,13.0,8.0
19,"Hunterdon",2600,"Lebanon Twp",11,"Onroll (Full)",521.0,514.0,497.0
19,"Hunterdon",2600,"Lebanon Twp",21,"Onroll (SpEd Full)",109.0,116.0,105.0
19,"Hunterdon",2600,"Lebanon Twp",52,"Sent Oth Dist SpEd",1.0,2.0,2.0
19,"Hunterdon",2600,"Lebanon Twp",60,"Received Oth Dist",57.0,53.0,52.0
19,"Hunterdon",3180,"Milford Boro",11,"Onroll (Full)",77.0,55.0,51.0
19,"Hunterdon",3180,"Milford Boro",21,"Onroll (SpEd Full)",9.0,10.0,10.0
19,"Hunterdon",3180,"Milford Boro",51,"Sent Oth Dist Reg",1.0,23.0,25.0
19,"Hunterdon",3180,"Milford Boro",52,"Sent Oth Dist SpEd",2.0,5.0,0.0
19,"Hunterdon",3180,"Milford Boro",60,"Received Oth Dist",20.0,10.0,0.0
19,"Hunterdon",3660,"N Hunt/Voorhees Regional",11,"Onroll (Full)",2049.0,1881.0,2034.0
19,"Hunterdon",3660,"N Hunt/Voorhees Regional",12,"Onroll (Shared)",121.0,127.0,144.0
19,"Hunterdon",3660,"N Hunt/Voorhees Regional",21,"Onroll (SpEd Full)",341.0,339.0,309.0
19,"Hunterdon",3660,"N Hunt/Voorhees Regional",22,"Onroll (SpEd Shared)",51.0,50.0,44.0
19,"Hunterdon",3660,"N Hunt/Voorhees Regional",40,"Sent Private School",18.0,17.0,19.0
19,"Hunterdon",3660,"N Hunt/Voorhees Regional",51,"Sent Oth Dist Reg",10.5,14.5,7.0
19,"Hunterdon",3660,"N Hunt/Voorhees Regional",52,"Sent Oth Dist SpEd",11.0,3.0,3.0
19,"Hunterdon",3660,"N Hunt/Voorhees Regional",60,"Received Oth Dist",2.0,2.0,1.0
19,"Hunterdon",3660,"N Hunt/Voorhees Regional",70,"State Facilities",,1.0,1.0
19,"Hunterdon",4350,"Readington Twp",11,"Onroll (Full)",1255.0,1224.0,1196.0
19,"Hunterdon",4350,"Readington Twp",21,"Onroll (SpEd Full)",227.0,248.0,248.0
19,"Hunterdon",4350,"Readington Twp",40,"Sent Private School",12.0,8.0,8.0
19,"Hunterdon",4350,"Readington Twp",52,"Sent Oth Dist SpEd",1.0,1.0,1.0
19,"Hunterdon",4350,"Readington Twp",60,"Received Oth Dist",16.0,15.0,13.0
19,"Hunterdon",5180,"Tewksbury Twp",11,"Onroll (Full)",474.0,453.0,433.0
19,"Hunterdon",5180,"Tewksbury Twp",21,"Onroll (SpEd Full)",60.0,61.0,50.0
19,"Hunterdon",5180,"Tewksbury Twp",40,"Sent Private School",7.0,3.0,3.0
19,"Hunterdon",5180,"Tewksbury Twp",51,"Sent Oth Dist Reg",1.0,,0.0
19,"Hunterdon",5180,"Tewksbury Twp",60,"Received Oth Dist",8.0,3.0,0.0
19,"Hunterdon",5270,"Union Twp",11,"Onroll (Full)",359.0,363.0,346.0
19,"Hunterdon",5270,"Union Twp",21,"Onroll (SpEd Full)",102.0,73.0,76.0
19,"Hunterdon",5270,"Union Twp",40,"Sent Private School",2.0,3.0,2.0
19,"Hunterdon",5270,"Union Twp",52,"Sent Oth Dist SpEd",2.0,1.0,0.0
21,"Mercer",1245,"East Windsor Regional",11,"Onroll (Full)",4482.0,4547.0,4478.0
21,"Mercer",1245,"East Windsor Regional",12,"Onroll (Shared)",78.0,75.0,78.0
21,"Mercer",1245,"East Windsor Regional",21,"Onroll (SpEd Full)",541.0,542.0,541.0
21,"Mercer",1245,"East Windsor Regional",22,"Onroll (SpEd Shared)",39.0,40.0,39.0
21,"Mercer",1245,"East Windsor Regional",40,"Sent Private School",27.0,28.0,27.0
21,"Mercer",1245,"East Windsor Regional",51,"Sent Oth Dist Reg",6.0,1.0,6.0
21,"Mercer",1245,"East Windsor Regional",52,"Sent Oth Dist SpEd",53.0,52.0,50.0
21,"Mercer",1245,"East Windsor Regional",60,"Received Oth Dist",36.5,32.5,36.5
21,"Mercer",1245,"East Windsor Regional",70,"State Facilities",,1.0,0.0
21,"Mercer",1430,"Ewing Twp",11,"Onroll (Full)",2791.0,2795.0,2836.0
21,"Mercer",1430,"Ewing Twp",12,"Onroll (Shared)",,46.0,46.0
21,"Mercer",1430,"Ewing Twp",21,"Onroll (SpEd Full)",621.0,627.0,626.0
21,"Mercer",1430,"Ewing Twp",22,"Onroll (SpEd Shared)",29.0,34.0,34.0
21,"Mercer",1430,"Ewing Twp",40,"Sent Private School",17.0,32.0,32.0
21,"Mercer",1430,"Ewing Twp",51,"Sent Oth Dist Reg",4.0,4.0,4.0
21,"Mercer",1430,"Ewing Twp",52,"Sent Oth Dist SpEd",33.0,39.0,72.0
21,"Mercer",1430,"Ewing Twp",60,"Received Oth Dist",61.0,43.5,47.5
21,"Mercer",1430,"Ewing Twp",70,"State Facilities",6.0,2.0,2.0
21,"Mercer",1950,"Hamilton Twp",11,"Onroll (Full)",9919.0,10035.0,10247.0
21,"Mercer",1950,"Hamilton Twp",12,"Onroll (Shared)",160.0,173.0,173.0
21,"Mercer",1950,"Hamilton Twp",21,"Onroll (SpEd Full)",1563.0,1612.0,1601.0
21,"Mercer",1950,"Hamilton Twp",22,"Onroll (SpEd Shared)",108.0,95.0,95.0
21,"Mercer",1950,"Hamilton Twp",40,"Sent Private School",50.5,57.0,57.0
21,"Mercer",1950,"Hamilton Twp",51,"Sent Oth Dist Reg",3.0,3.0,2.0
21,"Mercer",1950,"Hamilton Twp",52,"Sent Oth Dist SpEd",105.0,94.5,90.0
21,"Mercer",1950,"Hamilton Twp",60,"Received Oth Dist",46.0,47.5,44.0
21,"Mercer",1950,"Hamilton Twp",70,"State Facilities",4.0,5.0,5.0
21,"Mercer",2280,"Hopewell Valley Regional",11,"Onroll (Full)",2947.0,2845.0,2845.0
21,"Mercer",2280,"Hopewell Valley Regional",12,"Onroll (Shared)",13.0,8.0,8.0
21,"Mercer",2280,"Hopewell Valley Regional",21,"Onroll (SpEd Full)",524.0,562.0,529.0
21,"Mercer",2280,"Hopewell Valley Regional",22,"Onroll (SpEd Shared)",15.0,16.0,16.0
21,"Mercer",2280,"Hopewell Valley Regional",40,"Sent Private School",28.0,26.0,26.0
21,"Mercer",2280,"Hopewell Valley Regional",52,"Sent Oth Dist SpEd",12.5,11.5,23.5
21,"Mercer",2280,"Hopewell Valley Regional",60,"Received Oth Dist",27.0,22.0,22.0
21,"Mercer",2580,"Lawrence Twp",11,"Onroll (Full)",3190.0,3192.0,3188.0
21,"Mercer",2580,"Lawrence Twp",12,"Onroll (Shared)",23.0,28.0,28.0
21,"Mercer",2580,"Lawrence Twp",21,"Onroll (SpEd Full)",546.0,593.0,593.0
21,"Mercer",2580,"Lawrence Twp",22,"Onroll (SpEd Shared)",14.0,13.0,13.0
21,"Mercer",2580,"Lawrence Twp",40,"Sent Private School",27.0,31.0,9.0
21,"Mercer",2580,"Lawrence Twp",51,"Sent Oth Dist Reg",2.0,4.0,12.0
21,"Mercer",2580,"Lawrence Twp",52,"Sent Oth Dist SpEd",27.0,24.0,46.0
21,"Mercer",2580,"Lawrence Twp",60,"Received Oth Dist",35.0,36.0,36.0
21,"Mercer",2580,"Lawrence Twp",70,"State Facilities",3.0,1.0,1.0
21,"Mercer",3103,"Mercer Co Special Services School District",21,"Onroll (SpEd Full)",533.0,527.0,524.0
21,"Mercer",3103,"Mercer Co Special Services School District",22,"Onroll (SpEd Shared)",14.0,22.0,22.0
21,"Mercer",3105,"Mercer County Vocational",11,"Onroll (Full)",287.0,282.0,247.0
21,"Mercer",3105,"Mercer County Vocational",12,"Onroll (Shared)",374.0,404.0,386.0
21,"Mercer",3105,"Mercer County Vocational",21,"Onroll (SpEd Full)",53.0,57.0,33.0
21,"Mercer",3105,"Mercer County Vocational",22,"Onroll (SpEd Shared)",310.0,292.0,280.0
21,"Mercer",3105,"Mercer County Vocational",30,"Post-Secondary (Full)",26.0,,0.0
21,"Mercer",3105,"Mercer County Vocational",31,,255.0,237.0,237.0
21,"Mercer",4255,"Princeton",11,"Onroll (Full)",3627.0,3688.0,3779.0
21,"Mercer",4255,"Princeton",12,"Onroll (Shared)",16.0,6.0,5.0
21,"Mercer",4255,"Princeton",21,"Onroll (SpEd Full)",553.0,538.0,580.0
21,"Mercer",4255,"Princeton",22,"Onroll (SpEd Shared)",9.0,16.0,0.0
21,"Mercer",4255,"Princeton",40,"Sent Private School",16.5,21.0,0.0
21,"Mercer",4255,"Princeton",50,"Sent Contract Presch",,15.0,0.0
21,"Mercer",4255,"Princeton",51,"Sent Oth Dist Reg",4.0,0.0,3.0
21,"Mercer",4255,"Princeton",52,"Sent Oth Dist SpEd",14.0,19.0,28.0
21,"Mercer",4255,"Princeton",60,"Received Oth Dist",394.0,375.5,380.0
21,"Mercer",4255,"Princeton",70,"State Facilities",2.0,1.0,0.0
21,"Mercer",5210,"Trenton Public School District",11,"Onroll (Full)",12621.0,13532.0,14050.0
21,"Mercer",5210,"Trenton Public School District",12,"Onroll (Shared)",18.0,7.0,7.0
21,"Mercer",5210,"Trenton Public School District",21,"Onroll (SpEd Full)",1874.0,1867.0,1951.0
21,"Mercer",5210,"Trenton Public School District",22,"Onroll (SpEd Shared)",12.0,4.0,4.0
21,"Mercer",5210,"Trenton Public School District",40,"Sent Private School",157.5,116.0,116.0
21,"Mercer",5210,"Trenton Public School District",50,"Sent Contract Presch",2146.0,2148.0,2103.0
21,"Mercer",5210,"Trenton Public School District",51,"Sent Oth Dist Reg",91.0,66.0,64.0
21,"Mercer",5210,"Trenton Public School District",52,"Sent Oth Dist SpEd",449.5,442.0,448.0
21,"Mercer",5210,"Trenton Public School District",60,"Received Oth Dist",2.0,1.0,1.0
21,"Mercer",5210,"Trenton Public School District",70,"State Facilities",67.0,71.0,71.0
21,"Mercer",5510,"Robbinsville Twp",11,"Onroll (Full)",2799.0,2794.0,2847.0
21,"Mercer",5510,"Robbinsville Twp",12,"Onroll (Shared)",4.0,9.0,0.0
21,"Mercer",5510,"Robbinsville Twp",21,"Onroll (SpEd Full)",335.0,350.0,335.0
21,"Mercer",5510,"Robbinsville Twp",22,"Onroll (SpEd Shared)",5.0,6.0,0.0
21,"Mercer",5510,"Robbinsville Twp",40,"Sent Private School",15.0,14.0,34.0
21,"Mercer",5510,"Robbinsville Twp",51,"Sent Oth Dist Reg",0.0,1.0,0.0
21,"Mercer",5510,"Robbinsville Twp",52,"Sent Oth Dist SpEd",10.0,9.0,4.0
21,"Mercer",5510,"Robbinsville Twp",60,"Received Oth Dist",16.0,19.0,2.0
21,"Mercer",5510,"Robbinsville Twp",70,"State Facilities",1.0,,0.0
21,"Mercer",5715,"W Windsor-Plainsboro Reg",11,"Onroll (Full)",8719.0,8689.0,8678.0
21,"Mercer",5715,"W Windsor-Plainsboro Reg",12,"Onroll (Shared)",6.0,12.0,0.0
21,"Mercer",5715,"W Windsor-Plainsboro Reg",21,"Onroll (SpEd Full)",812.0,795.0,795.0
21,"Mercer",5715,"W Windsor-Plainsboro Reg",22,"Onroll (SpEd Shared)",15.0,24.0,24.0
21,"Mercer",5715,"W Windsor-Plainsboro Reg",40,"Sent Private School",38.5,40.0,40.0
21,"Mercer",5715,"W Windsor-Plainsboro Reg",51,"Sent Oth Dist Reg",1.0,4.0,12.0
21,"Mercer",5715,"W Windsor-Plainsboro Reg",52,"Sent Oth Dist SpEd",49.5,39.5,66.5
21,"Mercer",5715,"W Windsor-Plainsboro Reg",60,"Received Oth Dist",29.0,28.0,29.0
23,"Middlesex",0750,"Carteret Boro",11,"Onroll (Full)",3337.0,3352.0,3342.0
23,"Middlesex",0750,"Carteret Boro",21,"Onroll (SpEd Full)",430.0,436.0,436.0
23,"Middlesex",0750,"Carteret Boro",22,"Onroll (SpEd Shared)",9.0,8.0,8.0
23,"Middlesex",0750,"Carteret Boro",40,"Sent Private School",23.0,21.0,21.0
23,"Middlesex",0750,"Carteret Boro",50,"Sent Contract Presch",81.0,112.0,0.0
23,"Middlesex",0750,"Carteret Boro",51,"Sent Oth Dist Reg",6.0,5.0,104.0
23,"Middlesex",0750,"Carteret Boro",52,"Sent Oth Dist SpEd",49.5,60.0,60.0
23,"Middlesex",0750,"Carteret Boro",60,"Received Oth Dist",2.0,,0.0
23,"Middlesex",0750,"Carteret Boro",70,"State Facilities",3.0,1.0,0.0
23,"Middlesex",0970,"Cranbury Twp",11,"Onroll (Full)",408.0,420.0,643.0
23,"Middlesex",0970,"Cranbury Twp",21,"Onroll (SpEd Full)",68.0,59.0,105.0
23,"Middlesex",0970,"Cranbury Twp",40,"Sent Private School",4.0,6.0,0.0
23,"Middlesex",0970,"Cranbury Twp",51,"Sent Oth Dist Reg",230.0,213.0,0.0
23,"Middlesex",0970,"Cranbury Twp",52,"Sent Oth Dist SpEd",47.0,39.5,0.0
23,"Middlesex",0970,"Cranbury Twp",60,"Received Oth Dist",14.0,16.0,0.0
23,"Middlesex",1140,"Dunellen Boro",11,"Onroll (Full)",1117.0,1107.0,1211.0
23,"Middlesex",1140,"Dunellen Boro",21,"Onroll (SpEd Full)",139.0,144.0,210.0
23,"Middlesex",1140,"Dunellen Boro",40,"Sent Private School",8.0,3.5,0.0
23,"Middlesex",1140,"Dunellen Boro",52,"Sent Oth Dist SpEd",13.5,15.0,2.0
23,"Middlesex",1140,"Dunellen Boro",60,"Received Oth Dist",38.0,43.0,0.0
23,"Middlesex",1170,"East Brunswick Twp",11,"Onroll (Full)",7271.0,7235.0,7498.0
23,"Middlesex",1170,"East Brunswick Twp",12,"Onroll (Shared)",6.0,4.0,0.0
23,"Middlesex",1170,"East Brunswick Twp",21,"Onroll (SpEd Full)",1108.0,1163.0,1231.0
23,"Middlesex",1170,"East Brunswick Twp",22,"Onroll (SpEd Shared)",15.0,14.0,1.0
23,"Middlesex",1170,"East Brunswick Twp",40,"Sent Private School",37.0,32.0,0.0
23,"Middlesex",1170,"East Brunswick Twp",51,"Sent Oth Dist Reg",1.0,2.0,63.0
23,"Middlesex",1170,"East Brunswick Twp",52,"Sent Oth Dist SpEd",22.5,23.5,1.0
23,"Middlesex",1170,"East Brunswick Twp",60,"Received Oth Dist",35.0,27.0,164.0
23,"Middlesex",1170,"East Brunswick Twp",70,"State Facilities",3.0,2.0,2.0
23,"Middlesex",1290,"Edison Twp",11,"Onroll (Full)",14884.0,15034.0,15275.0
23,"Middlesex",1290,"Edison Twp",21,"Onroll (SpEd Full)",1455.0,1521.0,1720.0
23,"Middlesex",1290,"Edison Twp",22,"Onroll (SpEd Shared)",24.0,23.0,0.0
23,"Middlesex",1290,"Edison Twp",40,"Sent Private School",83.0,71.0,0.0
23,"Middlesex",1290,"Edison Twp",51,"Sent Oth Dist Reg",4.0,4.0,0.0
23,"Middlesex",1290,"Edison Twp",52,"Sent Oth Dist SpEd",88.5,99.0,7.0
23,"Middlesex",1290,"Edison Twp",60,"Received Oth Dist",50.0,59.0,0.0
23,"Middlesex",1290,"Edison Twp",70,"State Facilities",6.0,5.0,0.0
23,"Middlesex",2150,"Highland Park Boro",11,"Onroll (Full)",1404.0,1371.0,1378.0
23,"Middlesex",2150,"Highland Park Boro",12,"Onroll (Shared)",1.0,1.0,1.0
23,"Middlesex",2150,"Highland Park Boro",21,"Onroll (SpEd Full)",222.0,234.0,234.0
23,"Middlesex",2150,"Highland Park Boro",22,"Onroll (SpEd Shared)",2.0,,0.0
23,"Middlesex",2150,"Highland Park Boro",40,"Sent Private School",17.0,14.0,14.0
23,"Middlesex",2150,"Highland Park Boro",51,"Sent Oth Dist Reg",2.0,0.0,0.0
23,"Middlesex",2150,"Highland Park Boro",52,"Sent Oth Dist SpEd",19.0,19.0,19.0
23,"Middlesex",2150,"Highland Park Boro",60,"Received Oth Dist",6.0,9.0,9.0
23,"Middlesex",2150,"Highland Park Boro",70,"State Facilities",1.0,,0.0
23,"Middlesex",2370,"Jamesburg Boro",11,"Onroll (Full)",622.0,618.0,603.0
23,"Middlesex",2370,"Jamesburg Boro",21,"Onroll (SpEd Full)",84.0,101.0,101.0
23,"Middlesex",2370,"Jamesburg Boro",40,"Sent Private School",4.0,5.0,0.0
23,"Middlesex",2370,"Jamesburg Boro",51,"Sent Oth Dist Reg",222.5,206.0,203.0
23,"Middlesex",2370,"Jamesburg Boro",52,"Sent Oth Dist SpEd",53.0,60.0,61.0
23,"Middlesex",2370,"Jamesburg Boro",60,"Received Oth Dist",,3.0,0.0
23,"Middlesex",2370,"Jamesburg Boro",70,"State Facilities",1.0,2.0,0.0
23,"Middlesex",3120,"Metuchen Boro",11,"Onroll (Full)",1969.0,1968.0,1982.0
23,"Middlesex",3120,"Metuchen Boro",21,"Onroll (SpEd Full)",301.0,310.0,334.0
23,"Middlesex",3120,"Metuchen Boro",22,"Onroll (SpEd Shared)",2.0,2.0,0.0
23,"Middlesex",3120,"Metuchen Boro",40,"Sent Private School",20.0,21.0,0.0
23,"Middlesex",3120,"Metuchen Boro",51,"Sent Oth Dist Reg",0.0,1.0,0.0
23,"Middlesex",3120,"Metuchen Boro",52,"Sent Oth Dist SpEd",6.0,4.0,0.0
23,"Middlesex",3120,"Metuchen Boro",60,"Received Oth Dist",32.0,28.0,0.0
23,"Middlesex",3140,"Middlesex Boro",11,"Onroll (Full)",1772.0,1769.0,1803.0
23,"Middlesex",3140,"Middlesex Boro",21,"Onroll (SpEd Full)",306.0,305.0,307.0
23,"Middlesex",3140,"Middlesex Boro",22,"Onroll (SpEd Shared)",2.0,2.0,2.0
23,"Middlesex",3140,"Middlesex Boro",40,"Sent Private School",5.0,6.5,12.0
23,"Middlesex",3140,"Middlesex Boro",51,"Sent Oth Dist Reg",1.0,0.0,0.0
23,"Middlesex",3140,"Middlesex Boro",52,"Sent Oth Dist SpEd",6.0,6.5,5.0
23,"Middlesex",3140,"Middlesex Boro",60,"Received Oth Dist",19.0,16.0,16.0
23,"Middlesex",3145,"Educational Services Commission of New Jersey",21,"Onroll (SpEd Full)",576.0,581.0,694.0
23,"Middlesex",3145,"Educational Services Commission of New Jersey",22,"Onroll (SpEd Shared)",1.0,,0.0
23,"Middlesex",3145,"Educational Services Commission of New Jersey",60,"Received Oth Dist",576.5,581.0,694.0
23,"Middlesex",3150,"Middlesex Co Vocational",11,"Onroll (Full)",1527.0,1581.0,1585.0
23,"Middlesex",3150,"Middlesex Co Vocational",12,"Onroll (Shared)",11.0,8.0,10.0
23,"Middlesex",3150,"Middlesex Co Vocational",21,"Onroll (SpEd Full)",489.0,483.0,474.0
23,"Middlesex",3150,"Middlesex Co Vocational",22,"Onroll (SpEd Shared)",173.0,142.0,140.0
23,"Middlesex",3150,"Middlesex Co Vocational",30,"Post-Secondary (Full)",440.0,449.0,449.0
23,"Middlesex",3220,"Milltown Boro",11,"Onroll (Full)",669.0,712.0,709.0
23,"Middlesex",3220,"Milltown Boro",12,"Onroll (Shared)",15.0,,0.0
23,"Middlesex",3220,"Milltown Boro",21,"Onroll (SpEd Full)",84.0,87.0,84.0
23,"Middlesex",3220,"Milltown Boro",40,"Sent Private School",5.5,5.0,9.0
23,"Middlesex",3220,"Milltown Boro",51,"Sent Oth Dist Reg",234.0,235.0,235.0
23,"Middlesex",3220,"Milltown Boro",52,"Sent Oth Dist SpEd",31.5,38.0,37.0
23,"Middlesex",3220,"Milltown Boro",60,"Received Oth Dist",27.5,25.0,0.0
23,"Middlesex",3290,"Monroe Twp",11,"Onroll (Full)",5887.0,5946.0,6086.0
23,"Middlesex",3290,"Monroe Twp",12,"Onroll (Shared)",1.0,,1.0
23,"Middlesex",3290,"Monroe Twp",21,"Onroll (SpEd Full)",931.0,953.0,975.0
23,"Middlesex",3290,"Monroe Twp",22,"Onroll (SpEd Shared)",5.0,4.0,7.0
23,"Middlesex",3290,"Monroe Twp",40,"Sent Private School",27.5,22.0,16.0
23,"Middlesex",3290,"Monroe Twp",51,"Sent Oth Dist Reg",1.0,0.0,0.0
23,"Middlesex",3290,"Monroe Twp",52,"Sent Oth Dist SpEd",14.0,13.0,23.0
23,"Middlesex",3290,"Monroe Twp",60,"Received Oth Dist",291.5,287.0,275.0
23,"Middlesex",3290,"Monroe Twp",70,"State Facilities",1.0,,0.0
23,"Middlesex",3530,"New Brunswick City",11,"Onroll (Full)",8243.0,8073.0,8160.0
23,"Middlesex",3530,"New Brunswick City",13,"Onroll (Reg Adult HS)",3.0,1.0,0.0
23,"Middlesex",3530,"New Brunswick City",21,"Onroll (SpEd Full)",1389.0,1659.0,1800.0
23,"Middlesex",3530,"New Brunswick City",22,"Onroll (SpEd Shared)",18.0,9.0,0.0
23,"Middlesex",3530,"New Brunswick City",40,"Sent Private School",83.0,83.0,89.0
23,"Middlesex",3530,"New Brunswick City",50,"Sent Contract Presch",962.0,909.0,925.0
23,"Middlesex",3530,"New Brunswick City",51,"Sent Oth Dist Reg",10.0,3.0,3.0
23,"Middlesex",3530,"New Brunswick City",52,"Sent Oth Dist SpEd",149.5,167.5,177.0
23,"Middlesex",3530,"New Brunswick City",60,"Received Oth Dist",8.0,6.0,6.0
23,"Middlesex",3530,"New Brunswick City",70,"State Facilities",18.0,12.0,12.0
23,"Middlesex",3620,"North Brunswick Twp",11,"Onroll (Full)",5483.0,5474.0,5648.0
23,"Middlesex",3620,"North Brunswick Twp",21,"Onroll (SpEd Full)",767.0,820.0,841.0
23,"Middlesex",3620,"North Brunswick Twp",22,"Onroll (SpEd Shared)",1.0,1.0,2.0
23,"Middlesex",3620,"North Brunswick Twp",40,"Sent Private School",17.0,14.0,0.0
23,"Middlesex",3620,"North Brunswick Twp",50,"Sent Contract Presch",,172.0,0.0
23,"Middlesex",3620,"North Brunswick Twp",51,"Sent Oth Dist Reg",2.0,3.0,120.0
23,"Middlesex",3620,"North Brunswick Twp",52,"Sent Oth Dist SpEd",25.0,28.0,29.0
23,"Middlesex",3620,"North Brunswick Twp",60,"Received Oth Dist",85.0,54.0,12.0
23,"Middlesex",3620,"North Brunswick Twp",70,"State Facilities",2.0,3.0,3.0
23,"Middlesex",3845,"Old Bridge Twp",11,"Onroll (Full)",7222.0,7141.0,7141.0
23,"Middlesex",3845,"Old Bridge Twp",12,"Onroll (Shared)",1.0,1.0,1.0
23,"Middlesex",3845,"Old Bridge Twp",21,"Onroll (SpEd Full)",1238.0,1230.0,1230.0
23,"Middlesex",3845,"Old Bridge Twp",22,"Onroll (SpEd Shared)",5.0,9.0,9.0
23,"Middlesex",3845,"Old Bridge Twp",40,"Sent Private School",36.0,38.0,38.0
23,"Middlesex",3845,"Old Bridge Twp",51,"Sent Oth Dist Reg",10.0,6.0,6.0
23,"Middlesex",3845,"Old Bridge Twp",52,"Sent Oth Dist SpEd",18.0,21.0,21.0
23,"Middlesex",3845,"Old Bridge Twp",60,"Received Oth Dist",1.0,,0.0
23,"Middlesex",3845,"Old Bridge Twp",70,"State Facilities",1.0,1.0,0.0
23,"Middlesex",4090,"Perth Amboy City",11,"Onroll (Full)",10406.0,10416.0,10917.0
23,"Middlesex",4090,"Perth Amboy City",13,"Onroll (Reg Adult HS)",53.0,42.0,110.0
23,"Middlesex",4090,"Perth Amboy City",21,"Onroll (SpEd Full)",927.0,1010.0,1162.0
23,"Middlesex",4090,"Perth Amboy City",22,"Onroll (SpEd Shared)",37.0,27.0,0.0
23,"Middlesex",4090,"Perth Amboy City",40,"Sent Private School",53.0,65.0,0.0
23,"Middlesex",4090,"Perth Amboy City",50,"Sent Contract Presch",352.0,331.0,330.0
23,"Middlesex",4090,"Perth Amboy City",51,"Sent Oth Dist Reg",7.0,7.5,0.0
23,"Middlesex",4090,"Perth Amboy City",52,"Sent Oth Dist SpEd",57.5,53.5,82.0
