"COUNTY_ID","CONAME","DISTRICT_ID","DISTNAME","ENROLL_LINE_NO","ENROLL_CAT","AMOUNT_1","AMOUNT_2","AMOUNT_3"
05,"Burlington",5130,"Tabernacle Twp",21,"Onroll (SpEd Full)",97.0,101.0,94.0
05,"Burlington",5130,"Tabernacle Twp",40,"Sent Private School",2.0,2.0,3.0
05,"Burlington",5130,"Tabernacle Twp",52,"Sent Oth Dist SpEd",1.0,1.0,1.0
05,"Burlington",5130,"Tabernacle Twp",60,"Received Oth Dist",19.0,13.0,0.0
05,"Burlington",5490,"Washington Twp",51,"Sent Oth Dist Reg",55.0,57.0,63.0
05,"Burlington",5490,"Washington Twp",52,"Sent Oth Dist SpEd",8.0,7.0,2.0
05,"Burlington",5720,"Westampton",11,"Onroll (Full)",824.0,835.0,840.0
05,"Burlington",5720,"Westampton",21,"Onroll (SpEd Full)",184.0,191.0,197.0
05,"Burlington",5720,"Westampton",40,"Sent Private School",4.0,3.0,3.0
05,"Burlington",5720,"Westampton",51,"Sent Oth Dist Reg",1.0,5.0,1.0
05,"Burlington",5720,"Westampton",52,"Sent Oth Dist SpEd",6.0,10.0,7.0
05,"Burlington",5720,"Westampton",60,"Received Oth Dist",15.0,29.0,28.0
05,"Burlington",5720,"Westampton",70,"State Facilities",1.0,1.0,1.0
05,"Burlington",5805,"Willingboro Twp",11,"Onroll (Full)",3134.0,3126.0,3188.0
05,"Burlington",5805,"Willingboro Twp",21,"Onroll (SpEd Full)",583.0,631.0,385.0
05,"Burlington",5805,"Willingboro Twp",40,"Sent Private School",38.0,47.0,194.0
05,"Burlington",5805,"Willingboro Twp",51,"Sent Oth Dist Reg",34.0,16.0,12.0
05,"Burlington",5805,"Willingboro Twp",52,"Sent Oth Dist SpEd",57.0,54.0,53.0
05,"Burlington",5805,"Willingboro Twp",60,"Received Oth Dist",10.0,26.0,25.0
05,"Burlington",5805,"Willingboro Twp",70,"State Facilities",12.0,8.0,8.0
05,"Burlington",5890,"Woodland Twp",11,"Onroll (Full)",107.0,111.0,91.0
05,"Burlington",5890,"Woodland Twp",21,"Onroll (SpEd Full)",24.0,24.0,40.0
05,"Burlington",5890,"Woodland Twp",40,"Sent Private School",2.0,1.0,0.0
05,"Burlington",5890,"Woodland Twp",52,"Sent Oth Dist SpEd",1.0,,0.0
05,"Burlington",5890,"Woodland Twp",60,"Received Oth Dist",1.0,,0.0
07,"Camden",0150,"Audubon Boro",11,"Onroll (Full)",1237.0,1218.0,1225.0
07,"Camden",0150,"Audubon Boro",21,"Onroll (SpEd Full)",265.0,255.0,255.0
07,"Camden",0150,"Audubon Boro",40,"Sent Private School",9.0,8.0,8.0
07,"Camden",0150,"Audubon Boro",51,"Sent Oth Dist Reg",1.0,0.0,1.0
07,"Camden",0150,"Audubon Boro",52,"Sent Oth Dist SpEd",9.0,11.0,10.0
07,"Camden",0150,"Audubon Boro",60,"Received Oth Dist",173.0,171.0,175.0
07,"Camden",0190,"Barrington Boro",11,"Onroll (Full)",508.0,517.0,511.0
07,"Camden",0190,"Barrington Boro",21,"Onroll (SpEd Full)",82.0,80.0,80.0
07,"Camden",0190,"Barrington Boro",40,"Sent Private School",5.0,7.0,0.0
07,"Camden",0190,"Barrington Boro",51,"Sent Oth Dist Reg",190.0,198.0,244.0
07,"Camden",0190,"Barrington Boro",52,"Sent Oth Dist SpEd",28.0,37.0,38.0
07,"Camden",0190,"Barrington Boro",60,"Received Oth Dist",10.0,7.0,1.0
07,"Camden",0260,"Bellmawr Boro",11,"Onroll (Full)",1107.0,1080.0,1114.0
07,"Camden",0260,"Bellmawr Boro",21,"Onroll (SpEd Full)",107.0,128.0,143.0
07,"Camden",0260,"Bellmawr Boro",40,"Sent Private School",11.0,13.0,0.0
07,"Camden",0260,"Bellmawr Boro",50,"Sent Contract Presch",,2.0,0.0
07,"Camden",0260,"Bellmawr Boro",51,"Sent Oth Dist Reg",3.0,2.0,0.0
07,"Camden",0260,"Bellmawr Boro",52,"Sent Oth Dist SpEd",3.0,4.0,2.0
07,"Camden",0260,"Bellmawr Boro",60,"Received Oth Dist",31.0,,0.0
07,"Camden",0330,"Berlin Boro",11,"Onroll (Full)",726.0,702.0,702.0
07,"Camden",0330,"Berlin Boro",21,"Onroll (SpEd Full)",93.0,110.0,110.0
07,"Camden",0330,"Berlin Boro",40,"Sent Private School",4.0,,0.0
07,"Camden",0330,"Berlin Boro",52,"Sent Oth Dist SpEd",1.0,5.0,5.0
07,"Camden",0330,"Berlin Boro",60,"Received Oth Dist",,3.0,3.0
07,"Camden",0340,"Berlin Twp",11,"Onroll (Full)",552.0,561.0,649.0
07,"Camden",0340,"Berlin Twp",21,"Onroll (SpEd Full)",119.0,126.0,164.0
07,"Camden",0340,"Berlin Twp",40,"Sent Private School",6.0,6.0,0.0
07,"Camden",0340,"Berlin Twp",51,"Sent Oth Dist Reg",119.0,105.0,0.0
07,"Camden",0340,"Berlin Twp",52,"Sent Oth Dist SpEd",39.0,42.0,4.0
07,"Camden",0340,"Berlin Twp",60,"Received Oth Dist",76.0,24.0,0.0
07,"Camden",0340,"Berlin Twp",70,"State Facilities",1.0,,0.0
07,"Camden",0390,"Black Horse Pike Regional",11,"Onroll (Full)",2877.0,2886.0,2905.0
07,"Camden",0390,"Black Horse Pike Regional",21,"Onroll (SpEd Full)",639.0,653.0,700.0
07,"Camden",0390,"Black Horse Pike Regional",40,"Sent Private School",58.0,55.0,0.0
07,"Camden",0390,"Black Horse Pike Regional",51,"Sent Oth Dist Reg",13.0,17.0,0.0
07,"Camden",0390,"Black Horse Pike Regional",52,"Sent Oth Dist SpEd",37.0,39.0,0.0
07,"Camden",0390,"Black Horse Pike Regional",60,"Received Oth Dist",21.0,25.0,0.0
07,"Camden",0390,"Black Horse Pike Regional",70,"State Facilities",9.0,8.0,8.0
07,"Camden",0580,"Brooklawn Boro",11,"Onroll (Full)",264.0,243.0,211.0
07,"Camden",0580,"Brooklawn Boro",21,"Onroll (SpEd Full)",54.0,52.0,74.0
07,"Camden",0580,"Brooklawn Boro",40,"Sent Private School",1.0,4.0,0.0
07,"Camden",0580,"Brooklawn Boro",51,"Sent Oth Dist Reg",39.0,45.0,52.0
07,"Camden",0580,"Brooklawn Boro",52,"Sent Oth Dist SpEd",13.0,16.0,20.0
07,"Camden",0580,"Brooklawn Boro",60,"Received Oth Dist",3.0,1.0,0.0
07,"Camden",0700,"Camden County Vocational",11,"Onroll (Full)",1832.0,1838.0,1849.0
07,"Camden",0700,"Camden County Vocational",21,"Onroll (SpEd Full)",270.0,253.0,251.0
07,"Camden",0800,"Cherry Hill Twp",11,"Onroll (Full)",9224.0,9332.0,9613.0
07,"Camden",0800,"Cherry Hill Twp",21,"Onroll (SpEd Full)",1584.0,1531.0,1598.0
07,"Camden",0800,"Cherry Hill Twp",40,"Sent Private School",106.0,117.0,0.0
07,"Camden",0800,"Cherry Hill Twp",51,"Sent Oth Dist Reg",12.0,4.0,1.0
07,"Camden",0800,"Cherry Hill Twp",52,"Sent Oth Dist SpEd",32.0,32.0,148.0
07,"Camden",0800,"Cherry Hill Twp",60,"Received Oth Dist",27.0,29.0,0.0
07,"Camden",0800,"Cherry Hill Twp",70,"State Facilities",4.0,3.0,0.0
07,"Camden",0810,"Chesilhurst",40,"Sent Private School",3.0,2.0,3.0
07,"Camden",0810,"Chesilhurst",50,"Sent Contract Presch",0.0,0.0,2.0
07,"Camden",0810,"Chesilhurst",51,"Sent Oth Dist Reg",115.0,99.0,98.0
07,"Camden",0810,"Chesilhurst",52,"Sent Oth Dist SpEd",28.0,32.0,31.0
07,"Camden",0810,"Chesilhurst",70,"State Facilities",1.0,1.0,0.0
07,"Camden",0880,"Clementon Boro",11,"Onroll (Full)",418.0,426.0,448.0
07,"Camden",0880,"Clementon Boro",21,"Onroll (SpEd Full)",77.0,74.0,90.0
07,"Camden",0880,"Clementon Boro",40,"Sent Private School",14.0,13.0,0.0
07,"Camden",0880,"Clementon Boro",51,"Sent Oth Dist Reg",104.0,100.0,97.0
07,"Camden",0880,"Clementon Boro",52,"Sent Oth Dist SpEd",30.0,30.0,31.0
07,"Camden",0880,"Clementon Boro",60,"Received Oth Dist",2.0,3.0,0.0
07,"Camden",0880,"Clementon Boro",70,"State Facilities",1.0,,0.0
07,"Camden",0940,"Collingswood Boro",11,"Onroll (Full)",1813.0,1905.0,1995.0
07,"Camden",0940,"Collingswood Boro",21,"Onroll (SpEd Full)",333.0,349.0,328.0
07,"Camden",0940,"Collingswood Boro",40,"Sent Private School",2.0,6.0,7.0
07,"Camden",0940,"Collingswood Boro",50,"Sent Contract Presch",0.0,0.0,30.0
07,"Camden",0940,"Collingswood Boro",51,"Sent Oth Dist Reg",5.0,3.0,1.0
07,"Camden",0940,"Collingswood Boro",52,"Sent Oth Dist SpEd",11.0,7.0,8.0
07,"Camden",0940,"Collingswood Boro",60,"Received Oth Dist",413.0,394.0,397.0
07,"Camden",1255,"Eastern Camden County Reg",11,"Onroll (Full)",1698.0,1674.0,1664.0
07,"Camden",1255,"Eastern Camden County Reg",21,"Onroll (SpEd Full)",261.0,252.0,251.0
07,"Camden",1255,"Eastern Camden County Reg",40,"Sent Private School",30.0,29.0,0.0
07,"Camden",1255,"Eastern Camden County Reg",51,"Sent Oth Dist Reg",0.0,2.0,2.0
07,"Camden",1255,"Eastern Camden County Reg",52,"Sent Oth Dist SpEd",4.0,7.0,36.0
07,"Camden",1255,"Eastern Camden County Reg",60,"Received Oth Dist",19.0,19.0,19.0
07,"Camden",1255,"Eastern Camden County Reg",70,"State Facilities",2.0,1.0,0.0
07,"Camden",1720,"Gibbsboro Boro",11,"Onroll (Full)",246.0,232.0,290.0
07,"Camden",1720,"Gibbsboro Boro",21,"Onroll (SpEd Full)",29.0,36.0,36.0
07,"Camden",1720,"Gibbsboro Boro",60,"Received Oth Dist",15.0,9.0,0.0
07,"Camden",1770,"Gloucester City",11,"Onroll (Full)",1797.0,1825.0,1872.0
07,"Camden",1770,"Gloucester City",21,"Onroll (SpEd Full)",424.0,424.0,462.0
07,"Camden",1770,"Gloucester City",40,"Sent Private School",28.0,26.0,26.0
07,"Camden",1770,"Gloucester City",51,"Sent Oth Dist Reg",15.0,7.0,7.0
07,"Camden",1770,"Gloucester City",52,"Sent Oth Dist SpEd",16.0,12.0,23.0
07,"Camden",1770,"Gloucester City",60,"Received Oth Dist",56.0,63.0,63.0
07,"Camden",1770,"Gloucester City",70,"State Facilities",7.0,4.0,4.0
07,"Camden",1780,"Gloucester Twp",11,"Onroll (Full)",5406.0,5503.0,5639.0
07,"Camden",1780,"Gloucester Twp",21,"Onroll (SpEd Full)",917.0,875.0,944.0
07,"Camden",1780,"Gloucester Twp",40,"Sent Private School",72.0,73.0,0.0
07,"Camden",1780,"Gloucester Twp",50,"Sent Contract Presch",0.0,0.0,60.0
07,"Camden",1780,"Gloucester Twp",51,"Sent Oth Dist Reg",18.0,17.0,0.0
07,"Camden",1780,"Gloucester Twp",52,"Sent Oth Dist SpEd",59.0,57.0,48.0
07,"Camden",1780,"Gloucester Twp",60,"Received Oth Dist",42.0,40.0,0.0
07,"Camden",1780,"Gloucester Twp",70,"State Facilities",1.0,1.0,1.0
07,"Camden",1880,"Haddon Heights Boro",11,"Onroll (Full)",1275.0,1286.0,1328.0
07,"Camden",1880,"Haddon Heights Boro",21,"Onroll (SpEd Full)",181.0,209.0,211.0
07,"Camden",1880,"Haddon Heights Boro",40,"Sent Private School",6.0,2.0,4.0
07,"Camden",1880,"Haddon Heights Boro",52,"Sent Oth Dist SpEd",4.0,3.0,3.0
07,"Camden",1880,"Haddon Heights Boro",60,"Received Oth Dist",466.0,497.0,513.0
07,"Camden",1880,"Haddon Heights Boro",70,"State Facilities",1.0,,0.0
07,"Camden",1890,"Haddon Twp",11,"Onroll (Full)",1721.0,1749.0,1744.0
07,"Camden",1890,"Haddon Twp",21,"Onroll (SpEd Full)",321.0,316.0,329.0
07,"Camden",1890,"Haddon Twp",40,"Sent Private School",16.0,17.0,0.0
07,"Camden",1890,"Haddon Twp",51,"Sent Oth Dist Reg",1.0,2.0,1.0
07,"Camden",1890,"Haddon Twp",52,"Sent Oth Dist SpEd",9.0,7.0,12.0
07,"Camden",1890,"Haddon Twp",60,"Received Oth Dist",1.0,,0.0
07,"Camden",1890,"Haddon Twp",70,"State Facilities",,1.0,1.0
07,"Camden",1900,"Haddonfield Boro",11,"Onroll (Full)",2299.0,2314.0,2358.0
07,"Camden",1900,"Haddonfield Boro",21,"Onroll (SpEd Full)",429.0,396.0,399.0
07,"Camden",1900,"Haddonfield Boro",40,"Sent Private School",9.0,13.0,15.0
07,"Camden",1900,"Haddonfield Boro",52,"Sent Oth Dist SpEd",2.0,2.0,3.0
07,"Camden",1900,"Haddonfield Boro",60,"Received Oth Dist",54.0,54.0,53.0
07,"Camden",2130,"Hi Nella",51,"Sent Oth Dist Reg",117.0,129.0,109.0
07,"Camden",2130,"Hi Nella",52,"Sent Oth Dist SpEd",31.0,23.0,22.0
07,"Camden",2540,"Laurel Springs Boro",11,"Onroll (Full)",163.0,160.0,154.0
07,"Camden",2540,"Laurel Springs Boro",21,"Onroll (SpEd Full)",23.0,23.0,10.0
07,"Camden",2540,"Laurel Springs Boro",40,"Sent Private School",5.0,4.0,4.0
07,"Camden",2540,"Laurel Springs Boro",51,"Sent Oth Dist Reg",95.0,94.0,110.0
07,"Camden",2540,"Laurel Springs Boro",52,"Sent Oth Dist SpEd",37.0,25.0,14.0
07,"Camden",2540,"Laurel Springs Boro",60,"Received Oth Dist",3.0,,0.0
07,"Camden",2560,"Lawnside Boro",11,"Onroll (Full)",281.0,286.0,279.0
07,"Camden",2560,"Lawnside Boro",21,"Onroll (SpEd Full)",43.0,41.0,64.0
07,"Camden",2560,"Lawnside Boro",40,"Sent Private School",12.0,5.0,5.0
07,"Camden",2560,"Lawnside Boro",51,"Sent Oth Dist Reg",105.0,102.0,102.0
07,"Camden",2560,"Lawnside Boro",52,"Sent Oth Dist SpEd",32.0,31.0,8.0
07,"Camden",2560,"Lawnside Boro",60,"Received Oth Dist",12.0,1.0,1.0
07,"Camden",2670,"Lindenwold Boro",11,"Onroll (Full)",2459.0,2577.0,2705.0
07,"Camden",2670,"Lindenwold Boro",21,"Onroll (SpEd Full)",355.0,389.0,429.0
07,"Camden",2670,"Lindenwold Boro",40,"Sent Private School",32.0,35.0,45.0
07,"Camden",2670,"Lindenwold Boro",50,"Sent Contract Presch",26.0,57.0,0.0
07,"Camden",2670,"Lindenwold Boro",51,"Sent Oth Dist Reg",44.0,11.0,62.0
07,"Camden",2670,"Lindenwold Boro",52,"Sent Oth Dist SpEd",6.0,10.0,7.0
07,"Camden",2670,"Lindenwold Boro",60,"Received Oth Dist",98.0,140.0,121.0
07,"Camden",2670,"Lindenwold Boro",70,"State Facilities",4.0,3.0,3.0
07,"Camden",2890,"Magnolia Boro",11,"Onroll (Full)",328.0,326.0,326.0
07,"Camden",2890,"Magnolia Boro",21,"Onroll (SpEd Full)",79.0,74.0,73.0
07,"Camden",2890,"Magnolia Boro",40,"Sent Private School",3.0,3.0,3.0
07,"Camden",2890,"Magnolia Boro",51,"Sent Oth Dist Reg",2.0,2.0,2.0
07,"Camden",2890,"Magnolia Boro",52,"Sent Oth Dist SpEd",1.0,1.0,1.0
07,"Camden",2890,"Magnolia Boro",60,"Received Oth Dist",3.0,3.0,0.0
07,"Camden",3110,"Merchantville Boro",11,"Onroll (Full)",388.0,379.0,363.0
07,"Camden",3110,"Merchantville Boro",21,"Onroll (SpEd Full)",55.0,60.0,73.0
07,"Camden",3110,"Merchantville Boro",40,"Sent Private School",6.0,5.0,7.0
07,"Camden",3110,"Merchantville Boro",51,"Sent Oth Dist Reg",97.0,100.0,110.0
07,"Camden",3110,"Merchantville Boro",52,"Sent Oth Dist SpEd",28.0,35.0,34.0
07,"Camden",3110,"Merchantville Boro",70,"State Facilities",,1.0,0.0
07,"Camden",3420,"Mount Ephraim Boro",11,"Onroll (Full)",338.0,365.0,403.0
07,"Camden",3420,"Mount Ephraim Boro",21,"Onroll (SpEd Full)",65.0,57.0,57.0
07,"Camden",3420,"Mount Ephraim Boro",40,"Sent Private School",5.0,4.0,4.0
07,"Camden",3420,"Mount Ephraim Boro",51,"Sent Oth Dist Reg",118.0,116.0,120.0
07,"Camden",3420,"Mount Ephraim Boro",52,"Sent Oth Dist SpEd",44.0,49.0,50.0
07,"Camden",3770,"Oaklyn Boro",11,"Onroll (Full)",203.0,249.0,282.0
07,"Camden",3770,"Oaklyn Boro",21,"Onroll (SpEd Full)",31.0,32.0,28.0
07,"Camden",3770,"Oaklyn Boro",40,"Sent Private School",2.0,3.0,5.0
07,"Camden",3770,"Oaklyn Boro",51,"Sent Oth Dist Reg",177.0,189.0,189.0
07,"Camden",3770,"Oaklyn Boro",52,"Sent Oth Dist SpEd",37.0,42.0,40.0
07,"Camden",3770,"Oaklyn Boro",60,"Received Oth Dist",,3.0,3.0
07,"Camden",3770,"Oaklyn Boro",70,"State Facilities",1.0,,0.0
07,"Camden",4060,"Pennsauken Twp",11,"Onroll (Full)",4178.0,4276.0,4165.0
07,"Camden",4060,"Pennsauken Twp",21,"Onroll (SpEd Full)",811.0,831.0,790.0
07,"Camden",4060,"Pennsauken Twp",40,"Sent Private School",73.0,62.0,62.0
07,"Camden",4060,"Pennsauken Twp",51,"Sent Oth Dist Reg",12.0,4.0,368.0
07,"Camden",4060,"Pennsauken Twp",52,"Sent Oth Dist SpEd",39.0,39.0,110.0
07,"Camden",4060,"Pennsauken Twp",60,"Received Oth Dist",10.0,11.0,11.0
07,"Camden",4060,"Pennsauken Twp",70,"State Facilities",7.0,5.0,5.0
07,"Camden",4110,"Pine Hill Boro",11,"Onroll (Full)",1536.0,1520.0,1444.0
07,"Camden",4110,"Pine Hill Boro",21,"Onroll (SpEd Full)",337.0,366.0,378.0
07,"Camden",4110,"Pine Hill Boro",40,"Sent Private School",24.0,29.0,0.0
07,"Camden",4110,"Pine Hill Boro",51,"Sent Oth Dist Reg",5.0,7.0,6.0
07,"Camden",4110,"Pine Hill Boro",52,"Sent Oth Dist SpEd",7.0,6.0,43.0
07,"Camden",4110,"Pine Hill Boro",60,"Received Oth Dist",287.0,287.0,278.0
07,"Camden",4110,"Pine Hill Boro",70,"State Facilities",1.0,2.0,2.0
07,"Camden",4590,"Runnemede Boro",11,"Onroll (Full)",710.0,738.0,736.0
07,"Camden",4590,"Runnemede Boro",21,"Onroll (SpEd Full)",110.0,112.0,112.0
07,"Camden",4590,"Runnemede Boro",40,"Sent Private School",6.0,7.0,6.0
07,"Camden",4590,"Runnemede Boro",51,"Sent Oth Dist Reg",,5.0,5.0
07,"Camden",4590,"Runnemede Boro",52,"Sent Oth Dist SpEd",,1.0,2.0
07,"Camden",4590,"Runnemede Boro",60,"Received Oth Dist",5.0,1.0,1.0
07,"Camden",4790,"Somerdale Boro",11,"Onroll (Full)",445.0,420.0,401.0
07,"Camden",4790,"Somerdale Boro",21,"Onroll (SpEd Full)",57.0,67.0,69.0
07,"Camden",4790,"Somerdale Boro",51,"Sent Oth Dist Reg",0.0,1.0,0.0
07,"Camden",4790,"Somerdale Boro",52,"Sent Oth Dist SpEd",1.0,1.0,0.0
07,"Camden",4790,"Somerdale Boro",60,"Received Oth Dist",3.0,,0.0
07,"Camden",5035,"Sterling High School Dist",11,"Onroll (Full)",787.0,765.0,803.0
07,"Camden",5035,"Sterling High School Dist",21,"Onroll (SpEd Full)",170.0,156.0,151.0
07,"Camden",5035,"Sterling High School Dist",40,"Sent Private School",9.0,13.0,9.0
07,"Camden",5035,"Sterling High School Dist",51,"Sent Oth Dist Reg",3.0,3.0,1.0
07,"Camden",5035,"Sterling High School Dist",52,"Sent Oth Dist SpEd",5.0,3.0,3.0
07,"Camden",5035,"Sterling High School Dist",60,"Received Oth Dist",144.0,126.0,118.0
07,"Camden",5080,"Stratford Boro",11,"Onroll (Full)",689.0,694.0,643.0
07,"Camden",5080,"Stratford Boro",21,"Onroll (SpEd Full)",168.0,175.0,226.0
07,"Camden",5080,"Stratford Boro",40,"Sent Private School",6.0,2.0,0.0
07,"Camden",5080,"Stratford Boro",51,"Sent Oth Dist Reg",3.0,3.0,0.0
07,"Camden",5080,"Stratford Boro",52,"Sent Oth Dist SpEd",9.0,4.0,2.0
07,"Camden",5080,"Stratford Boro",60,"Received Oth Dist",136.0,148.0,157.0
07,"Camden",5400,"Voorhees Twp",11,"Onroll (Full)",2625.0,2560.0,2507.0
07,"Camden",5400,"Voorhees Twp",21,"Onroll (SpEd Full)",374.0,379.0,389.0
07,"Camden",5400,"Voorhees Twp",40,"Sent Private School",19.0,24.0,22.0
07,"Camden",5400,"Voorhees Twp",52,"Sent Oth Dist SpEd",2.0,3.0,4.0
07,"Camden",5400,"Voorhees Twp",60,"Received Oth Dist",3.0,2.0,1.0
07,"Camden",5560,"Waterford Twp",11,"Onroll (Full)",709.0,757.0,752.0
07,"Camden",5560,"Waterford Twp",21,"Onroll (SpEd Full)",107.0,123.0,110.0
07,"Camden",5560,"Waterford Twp",40,"Sent Private School",17.0,26.0,30.0
07,"Camden",5560,"Waterford Twp",51,"Sent Oth Dist Reg",554.0,544.0,510.0
07,"Camden",5560,"Waterford Twp",52,"Sent Oth Dist SpEd",125.0,121.0,114.0
07,"Camden",5560,"Waterford Twp",60,"Received Oth Dist",3.0,1.0,1.0
07,"Camden",5560,"Waterford Twp",70,"State Facilities",1.0,1.0,1.0
07,"Camden",5820,"Winslow Twp",11,"Onroll (Full)",3971.0,3886.0,3874.0
07,"Camden",5820,"Winslow Twp",21,"Onroll (SpEd Full)",857.0,890.0,888.0
07,"Camden",5820,"Winslow Twp",40,"Sent Private School",67.0,73.0,73.0
07,"Camden",5820,"Winslow Twp",51,"Sent Oth Dist Reg",20.0,29.0,29.0
07,"Camden",5820,"Winslow Twp",52,"Sent Oth Dist SpEd",33.5,36.5,37.5
07,"Camden",5820,"Winslow Twp",60,"Received Oth Dist",186.0,159.0,159.0
07,"Camden",5820,"Winslow Twp",70,"State Facilities",8.0,5.0,6.0
07,"Camden",5900,"Woodlynne Boro",11,"Onroll (Full)",343.0,362.0,356.0
07,"Camden",5900,"Woodlynne Boro",21,"Onroll (SpEd Full)",63.0,64.0,68.0
07,"Camden",5900,"Woodlynne Boro",40,"Sent Private School",3.0,4.0,8.0
07,"Camden",5900,"Woodlynne Boro",51,"Sent Oth Dist Reg",130.0,117.0,119.0
07,"Camden",5900,"Woodlynne Boro",52,"Sent Oth Dist SpEd",44.0,29.0,33.0
07,"Camden",5900,"Woodlynne Boro",60,"Received Oth Dist",4.0,5.0,0.0
07,"Camden",5900,"Woodlynne Boro",70,"State Facilities",1.0,2.0,0.0
09,"Cape May",0170,"Avalon Boro",11,"Onroll (Full)",77.0,79.0,86.0
09,"Cape May",0170,"Avalon Boro",21,"Onroll (SpEd Full)",8.0,7.0,2.0
09,"Cape May",0170,"Avalon Boro",51,"Sent Oth Dist Reg",17.0,14.0,19.5
09,"Cape May",0170,"Avalon Boro",52,"Sent Oth Dist SpEd",2.5,2.5,0.0
09,"Cape May",0170,"Avalon Boro",60,"Received Oth Dist",67.0,66.0,68.0
09,"Cape May",0710,"Cape May City",11,"Onroll (Full)",134.0,123.0,170.0
09,"Cape May",0710,"Cape May City",21,"Onroll (SpEd Full)",19.0,26.0,25.0
09,"Cape May",0710,"Cape May City",52,"Sent Oth Dist SpEd",2.0,2.0,3.0
09,"Cape May",0710,"Cape May City",60,"Received Oth Dist",2.0,,0.0
09,"Cape May",0715,"Cape May Co Special Serv",21,"Onroll (SpEd Full)",219.0,226.0,235.0
09,"Cape May",0715,"Cape May Co Special Serv",22,"Onroll (SpEd Shared)",4.0,3.0,0.0
09,"Cape May",0720,"Cape May Co Vocational",11,"Onroll (Full)",465.0,459.0,450.0
09,"Cape May",0720,"Cape May Co Vocational",12,"Onroll (Shared)",42.0,33.0,23.0
09,"Cape May",0720,"Cape May Co Vocational",21,"Onroll (SpEd Full)",88.0,86.0,85.0
09,"Cape May",0720,"Cape May Co Vocational",22,"Onroll (SpEd Shared)",49.0,43.0,36.0
09,"Cape May",0720,"Cape May Co Vocational",30,"Post-Secondary (Full)",48.0,63.0,0.0
09,"Cape May",0720,"Cape May Co Vocational",31,,6.0,13.0,0.0
09,"Cape May",0730,"Cape May Point",51,"Sent Oth Dist Reg",4.0,3.0,2.0
09,"Cape May",0730,"Cape May Point",52,"Sent Oth Dist SpEd",0.0,0.0,2.0
09,"Cape May",1080,"Dennis Twp",11,"Onroll (Full)",464.0,480.0,524.0
09,"Cape May",1080,"Dennis Twp",21,"Onroll (SpEd Full)",101.0,103.0,112.0
09,"Cape May",1080,"Dennis Twp",40,"Sent Private School",2.0,3.0,2.0
09,"Cape May",1080,"Dennis Twp",51,"Sent Oth Dist Reg",101.0,105.5,127.0
09,"Cape May",1080,"Dennis Twp",52,"Sent Oth Dist SpEd",47.0,45.0,32.5
09,"Cape May",1080,"Dennis Twp",60,"Received Oth Dist",42.0,6.0,6.0
09,"Cape May",1080,"Dennis Twp",70,"State Facilities",2.0,,0.0
09,"Cape May",2820,"Lower Cape May Regional",11,"Onroll (Full)",979.0,1000.0,1037.0
09,"Cape May",2820,"Lower Cape May Regional",21,"Onroll (SpEd Full)",321.0,301.0,283.0
09,"Cape May",2820,"Lower Cape May Regional",22,"Onroll (SpEd Shared)",1.0,,0.0
09,"Cape May",2820,"Lower Cape May Regional",40,"Sent Private School",5.0,6.0,8.0
09,"Cape May",2820,"Lower Cape May Regional",51,"Sent Oth Dist Reg",1.0,4.0,1.0
09,"Cape May",2820,"Lower Cape May Regional",52,"Sent Oth Dist SpEd",24.0,21.0,31.0
09,"Cape May",2820,"Lower Cape May Regional",60,"Received Oth Dist",5.0,4.0,3.0
09,"Cape May",2820,"Lower Cape May Regional",70,"State Facilities",3.0,7.0,7.0
09,"Cape May",2840,"Lower Twp",11,"Onroll (Full)",1408.0,1367.0,1385.0
09,"Cape May",2840,"Lower Twp",21,"Onroll (SpEd Full)",238.0,240.0,265.0
09,"Cape May",2840,"Lower Twp",40,"Sent Private School",1.0,1.0,1.0
09,"Cape May",2840,"Lower Twp",51,"Sent Oth Dist Reg",6.0,1.0,1.0
09,"Cape May",2840,"Lower Twp",52,"Sent Oth Dist SpEd",21.0,26.0,26.0
09,"Cape May",2840,"Lower Twp",60,"Received Oth Dist",11.0,2.0,0.0
09,"Cape May",2840,"Lower Twp",70,"State Facilities",,1.0,0.0
09,"Cape May",3130,"Middle Twp",11,"Onroll (Full)",2049.0,2064.0,2158.0
09,"Cape May",3130,"Middle Twp",12,"Onroll (Shared)",35.0,25.0,17.0
09,"Cape May",3130,"Middle Twp",21,"Onroll (SpEd Full)",407.0,380.0,360.0
09,"Cape May",3130,"Middle Twp",22,"Onroll (SpEd Shared)",37.0,40.0,26.0
09,"Cape May",3130,"Middle Twp",40,"Sent Private School",5.0,3.0,0.0
09,"Cape May",3130,"Middle Twp",51,"Sent Oth Dist Reg",13.0,7.0,0.0
09,"Cape May",3130,"Middle Twp",52,"Sent Oth Dist SpEd",60.0,67.0,61.0
09,"Cape May",3130,"Middle Twp",60,"Received Oth Dist",225.0,194.0,188.5
09,"Cape May",3130,"Middle Twp",70,"State Facilities",8.0,2.0,2.0
09,"Cape May",3680,"North Wildwood City",11,"Onroll (Full)",182.0,177.0,176.0
09,"Cape May",3680,"North Wildwood City",21,"Onroll (SpEd Full)",37.0,33.0,25.0
09,"Cape May",3680,"North Wildwood City",51,"Sent Oth Dist Reg",18.0,20.0,23.0
09,"Cape May",3680,"North Wildwood City",52,"Sent Oth Dist SpEd",17.0,19.0,21.0
